TemplateID	Regex	Tag	Category	Group
2011	WARNING:\sTimed\sout\swaiting\sfor\sreply\sto\sSDB\supdate\sevent\sfrom\sboot\snode	warm_swap_delayed	cray_hsn_FAILOVER	cray_hsn
2012	routing\stable\scorruption\sfound	routing_table_corruption	cray_hsn_FAILOVER	cray_hsn
2013	;\s*reroute\srequired	routing_reroute_triggerred	cray_hsn_FAILOVER	cray_hsn
2014	All\scomponents\sreturned\ssucces	reroute_success	cray_hsn_FAILOVER	cray_hsn
2015	do_throttle:\sTelling\sall\sblades\sto\sunthrottle\snetwork\sbandwidth	THROTTLE_SYS	CONGESTION_CONTROL	cray_hsn
2016	do_node_quiesce	stop_network_traffic	cray_hsn_FAILOVER	cray_hsn
2017	do_node_unquiesce	start_networ_traffic	cray_hsn_FAILOVER	cray_hsn
2018	cb_hw_error:\shandling\sfailed\slink	started_link_recovery	cray_hsn_FAILOVER	cray_hsn
2019	done\shandling\sfailed\slinks\sin\s[\d+.\d+]*\sseconds	finished_link_recovery	cray_hsn_FAILOVER	cray_hsn
2020	bwsmw1\s[\d]+\sLink\srecovery\soperation\swas successful	link_recovery_success	cray_hsn_FAILOVER	cray_hsn
2021	ALERT:\sEmergency\sPower\sOff\sFault.	EPO_FAULT	CABINET_POWER_OFF	cray_hsn
2022	ALERT:\sFan\sRPM\sFault	FAN_FAULT	cray_hsn_FAILOVER	cray_hsn
2023	done\shandling\swarm\sswap\sin	WARM_SWAP_FINISH_TIME	cray_hsn_FAILOVER	cray_hsn
2024	set\_warm\_swap\_err	set_warm_swap_err	cray_hsn_FAILOVER	cray_hsn
2025	do_throttle:\sTelling\sall\sblades\sto\s\throttle\scray_hsn	DO_NETWORK_THROTTLE	cray_hsn_FAILOVER	cray_hsn
2026	(\d\d:\d\d:\d\d).*(handling\scorrupted\srouting\stable\serror)	HANDLING_CORRUPT_ROUTING_TABLE	cray_hsn FAILOVER	cray_hsn
2027	HSN\sBoot\sfailed	HSN_NODE_BOOT_FAILED	cray_hsn_FAILOVER	cray_hsn
2028	dispatch.*(current_state\squiesce\s)	NETWORK_QUISCE	cray_hsn_FAILOVER	cray_hsn
2029	dispatch.*(current_state\sunquiesce)	NETWORK_UNQUISCE	cray_hsn_FAILOVER	cray_hsn
2030	(\d\d:\d\d:\d\d).*\s(c\d+-\d+c\d+s\d+).*\sauto-throttled	BLADE_THROTTLED	BLADE	HARDWARE
2031	Link\srecovery\soperation\sfailed	link_recovery_failed	cray_hsn_FAILOVER	cray_hsn
2032	Warm\sswap\soperation\sfailed	WARM_SWAP_FAILED	FAILOVER_cray_hsn	cray_hsn
2033	HWERR.*0x0(00([1-9]|a)|30[1-4]|4(0e|0f|10|11)|50([1-9]|a|b|c)|60[1-3]|70([1-8]|c|d)|80(6|7|c|d|e|f)|81[0-5]|90[1-6]|b(0|2)4|b3([3-8]|a)|c0[1-6]|d0(6|c|d|e|f))	ASIC_LOGIC_FAILURE	cray_hsn_FAILOVER	cray_hsn
2034	HWERR.*(BTE\s\wX\sDescriptor\sTable\sIndex\s\d\sSBE):Info	BTE_ERROR	DATA_CORRUPT	GEMNINI
2036	L0_T_BAX_NODE0_VRM_VDD:\s\d+	L0_VDD_ERROR	BLADE	HARDWARE
2037	send_slot_down_rsp:\sbladefailedlist	BLADE_DOWN_DETECTED	BLADE	HARDWARE
2038	dispatch:\scurrent_state route_compute	ROUTE_COMPUTE	REROUTING	cray_hsn
2039	Retry\s\d\s-\srouting\swith\s[XYZ]+\srouting\sorder	ROUTING_RETRY	REROUTING	cray_hsn
2040	ERROR:\sroute\scommand\sfor\spartition\sp0\stimed\sout	ROUTING_TIMEOUT	REROUTING	cray_hsn
2041	add_link_to_list:\sadding\slink	LINK_FAILED_HANDLED	LINK_FAILOVER	cray_hsn
2042	l0sys_healthmon:\sL0SYS_HEALTHMON\sfailed	BLADE_ELECTRICAL_ISSUE	BLADE	HARDWARE
2043	Warm\sswap\sbeginning	WARM_SWAP_BEGIN	cray_hsn_FAILOVER	cray_hsn
2044	Attempting\sto\sadd\sblades	WARM_SWAP_TRANSITION	cray_hsn_FAILOVER	cray_hsn
2045	Appending\sL0\sc\d+-\d+c\ds\d\sstate\sready	CABINET_READDED	BLADE	HARDWARE
2046	build_modulelist:\ssetting\sblade\sc\d+-\d+c\ds\d\sto\sdisabled\smodule\slist	BLADE_RECOVERY_cray_hsn	cray_hsn_FAILOVER	cray_hsn
2047	Clearing\sblade\swarnings	BLADE_RECOVERY_SUCCESS	BLADE	HARDWARE
2048	Clearing\sblade\salerts	BLADE_RECOVERY	BLADE	HARDWARE
2049	Installing\snew\sroutes	REROUTING	FAILOVER	cray_hsn
2050	Links\sthat\swill\sbe\sunused\sare\snow\sturned\soff	DISABLE_LINKS	FAILOVER	cray_hsn
2051	Finished\sinstalling\snew\sroutes	REROUTE_COMPLETE	FAILOVER	cray_hsn
2052	Unquiescing\sthe\shigh\-speed\snetwork	HSN_NETWORK_UNIQUISCE	FAILOVER	cray_hsn
2053	Computing\snew\sroutes	REROUTE_COMPUTE	FAILOVER	cray_hsn
2054	Waiting\sfor\sthe\shigh-speed\snetwork\straffic\sto\sdrain	HSN_WAIT_NETWORK_DRAIN	FAILOVER	cray_hsn
2055	Finished\squiescing\sthe\shigh-speed\snetwork	HSN_NETWORK_QUISCED	FAILOVER	cray_hsn
2056	Test\sreroute\sproceeding	TEST_REROUTE	FAILOVER	cray_hsn
2057	Turning\slink\smonitoring\son\sfor\sblades\sthat\swere\sadded	WARMSWAP_BLADE_ON	FAILOVER	cray_hsn
2058	Finished\supdating\sSDB\sdatabase	SDB_UPDATE_SUCCESS	FAILOVER	cray_hsn
2059	cb_node_unavailable:\snode\sc\d+-\d+c\ds\dn\d\sfound\sin\sunavailable\sevent	node_down	BLADE	HARDWARE
2060	cb_node_available:\sfound\snode\sc\d+-\d+c\ds\dn\d	node_up 	BLADE	HARDWARE
2061	Cabinet\sReceived\sUnexpected\sBlade\sController\sHeartbeat	CABINET_HEARTBEAT_FAILED	CABINET	 HARDWARE
2062	Link\sInactive	LINK_INACTIVE	cray_hsn	NETWORK
2063	HWERR.*0x0801	HWERR_MISROUTE_PACKET	HWERR_ORB	PACKET
2064	HWERR.*0x0802	HWERR_REQUEST_WITH_NO_ENTRY_ORB	HWERR	PACKET
2065	HWERR.*0x0803	HWERR_COMMAND_MISMATCH	HWERR_ORB	PACKET
2066	HWERR.*0x0816	HWERR_DWORD_FLIT_MISMATCH	HWERR_ORB	PACKET
2067	HWERR.*0x0b2b	HWERR_B2B	HWERR_B2B	SSID
2068	handling\slack\sof\sforward\sprogress\serror\s.*for\snode\s(c\d+-\d+c\d+s\d+n\d+)	LACK_OF_FORWARD_PROGRESS	NLINK_FAILOVER	cray_hsn	NETWORK
2069	set_warm_swap_err	WARM_SWAP_ERR_INFO	WARM_SWAP	cray_hsn_FAILOVER
2071	HWERR.*0x0b2e	HWERR_SSID_RESPONSE_PROTOCOL_ERROR	RESPONSE_PROTOCOL	cray_hsn_ASIC
2080	HWERR.*0x0d08	HWERR_NIF_BAD_REQ_PACKET	NIF	PACKET
2081	HWERR.*0x0d09	HWERR_NIF_BAD_RESPONSE_PACKET_HSN_BUG_1	NIF	PACKET
2088	HWERR.*0x0814	HWERR_FLOW_CTL_ORB_TO_NL_HSN_BUG_2	FLOW_CONTROL	cray_hsn
2094	HWERR.*0x0(401|b15|b1d|b30|b2d)	HWERR_SSID	SSID	cray_hsn_ASIC
2095	HWERR.*0x0d0(4|5)	HWERR_NIF_SQUASHED_REQ	NIF	cray_hsn_ASIC
2142	HWERR.*0x080d	illegal_r_flag	ORB	ASIC_FAULT
2143	HWERR.*0x080e	illegal_pid_flag	ORB	ASIC_FAULT
2144	HWERR.*0x080f	illegal_pt_flag	ORB	ASIC_FAULT
2150	HWERR.*0x0815	orb_tail_on_head_flag	ORB	ASIC_FAULT
2154	HWERR.*0x0904	OVERFLOW_FLIT_VC1	RAT	ASIC_FAULT
2158	HWERR.*0x0b24	Resp_MalformedPacket	SSID	ASIC_FAULT
2172	HWERR.*0x0d06	Buffer_Overflow	NL	ASIC_FAULT
2173	HWERR.*0x0d0c	NIC0_Req_Bubble	NL	ASIC_FAULT
2186	HWERR.*0x0403	MALFORMED	MALFORMED	ASIC_FAULT
2187	HWERR.*0x0404	NPES_ERR	NPES	ASIC_FAULT
2188	HWERR.*0x0405	ALREADY_SSID_ALLOC	SSID	ASIC_FAULT
2189	HWERR.*0x040c	HT Bad Nonposted Request	HT	ASIC_FAULT
2194	HWERR.*0x0a03	RX_VC_DESC_INV	RX	ASIC_FAULT
2195	HWERR.*0x0b05	LReq_UnCorTransError	NPES	ASIC_FAULT
2196	HWERR.*0x0b0e	LReq_NPES_Violation	NPES	ASIC_FAULT
2197	HWERR.*0x0b11	RReq_MisroutedPacket	PACKET	ASIC_FAULT
2199	HWERR.*0x0b19	RReq_MemBoundError	RReq_MemBoundError	ASIC_FAULT
2200	HWERR.*0x0b1a	RReq_WritePermissionError	RReq_WritePermissionError	ASIC_FAULT
2207	HWERR.*0x0b39	SSID_UnexpectedRspSSID	SSID	ASIC_FAULT
2208	dispatch.*\scurrent_state\saggregate_failures\s\*\*\*\*\*	LINK_FAILOVER_AGG_FAILURES	LINK_FAILOVER	cray_hsn
2209	dispatch.*\scurrent_state\shw_error.*\*\*\*\*	HW_ERR_LINKF_IDENTIFIER	LINK_FAILOVER	cray_hsn
2210	dispatch.*\scurrent_state\sfinish	FAILOVER_FINISH	LINK_WS	cray_hsn
2211	CMD:\s\*\*\*\*\*\salive\s\*\*\*\*\*	CMD_ALIVE	FAILOVER_CMD	cray_hsn
2212	CMD:\s\*\*\*\*\*\sunload\s\*\*\*\*\*	CMD_UNLOAD	FAILOVER_CMD	cray_hsn
2213	CMD:\s\*\*\*\*\*\sdownload\s\*\*\*\*\*	CMD_DOWNLOAD	FAILOVER_CMD	cray_hsn
2214	CMD:\s\*\*\*\*\*\snode_down\s\*\*\*\*\*	CMD_NODE_DOWN	FAILOVER_CMD	cray_hsn
2215	CMD:\s\*\*\*\*\*\smodule_down\s\*\*\*\*\*	CMD_MODULE_DOWN	FAILOVER_CMD	cray_hsn
2216	CMD:\s\*\*\*\*\*\smodule_up\s\*\*\*\*\*	CMD_MODULE_UP	FAILOVER_CMD	cray_hsn
2217	CMD:\s\*\*\*\*\*\snode_up\s\*\*\*\*\*	CMD_NODE_UP	FAILOVER_CMD	cray_hsn
2218	CMD:\s\*\*\*\*\*\scoldstart\s\*\*\*\*\*	CMD_COLD_START	FAILOVER_CMD	cray_hsn
2219	dispatch:\scurrent_state\sdown_unused_links	DOWN_UNSUSED_LINKS	FAILOVER_STATE	cray_hsn
2220	dispatch:\scurrent_state\sinit_new_links	INIT_NEW_LINKS	WS_ADD_FAILOVER	cray_hsn
2221	dispatch:\scurrent_state\scheck_init_new_blades	INIT_NEW_BLADES	WS_ADD_FAILOVER	cray_hsn
2222	\*\*\*ERROR\*\*\*\sMMR\sor\sMemory\sRead\sFailed	MMR_MEMORY_READ_FAILED	FAULT	ASIC
2223	\*\*\*\*\*\sdispatch:\scurrent_state\sinitial\s\*\*\*\*\*	FAILOVER_INITIAL	FAILOVER	cray_hsn
2224	TX\slanemask=7	LANE_RECOVERY_SUCCESS_C	cray_hsn_FAILOVER	cray_hsn
2225	_do_throttle:\ssending\sthrottle\smask	UNTHROTTLE_SYS	CONGESTION_CONTROL	cray_hsn
2226	at\stop\sof\scongestion\slist\sfor	APP_KILL	CONGESTION_CONTROL	cray_hsn
2227	add_component_to_node_fault_list	NLINK_VICTIM_NODE_ADDED	NLINK_FAILOVER	cray_hsn
2228	cb_aggregate_timeout:\sonly\scritical\snode\serrors;\sskipping\salive\ssteps	NLINK_ID	NLINK_FAILOVER	cray_hsn
2229	send_node_nmi_req:\snumber\sof\snodes\sfailed	NLINK_NODE_DISABLING	NLINK_FAILOVER	cray_hsn
2230	send_node_nmi_req:\ssending\sHALT\sNMI\sto\snode	NLINK_NODE_DISABLED	NLINK_FAILOVER	cray_hsn
2231	no\sreroute\srequired	NO_REROUTE_REQUIRED	NLINK_FAILOVER	cray_hsn
